Unnamed: 0,Unnamed: 0.1,title,rate,type,producer,publish_date
768,1516.0,超能暴力对决,3.6, 动作 , 加拿大,2017
771,1519.0,飞天猴子,3.6, 科幻 , 美国,2013
772,1530.0,美国迦顿,3.6, 动作, 美国,2016
778,1536.0,太空熊猫历险记,3.6, 动画 , 中国大陆,2013
779,1537.0,爱上夜蒲团,3.6, 爱情, 中国大陆,2016
781,1539.0,萤火侠,3.6, 喜剧 , 新加坡,2013
785,1553.0,有招没招之爱情达人,3.5, 喜剧 , 中国大陆 ,2013
786,1554.0,道士出山3：外星古墓（上）,3.5, 喜剧 , 中国大陆,2015
788,1556.0,永春白鹤拳之擎天画卷,3.5, 喜剧 , 中国大陆,2014
789,1557.0,诡眼,3.5, 惊悚 , 中国大陆,2017
794,1572.0,地牢围攻3,3.5, 动作 , 美国,2014
795,1573.0,赶尸人之摄魂铃,3.5, 剧情 , 中国大陆,2015
799,1577.0,鬼女艾拉,3.5, 科幻 , 美国,2017
800,1578.0,大内特工队,3.5, 喜剧 , 中国大陆,2017
805,1593.0,迷与狂,3.4, 喜剧, 中国大陆,2015
807,1595.0,禁忌游戏之迷藏,3.4, 惊悚 , 中国大陆,2013
808,1596.0,我们毕业的夏天,3.4, 剧情 , 中国大陆,2014
809,1597.0,青蛙总动员,3.4, 喜剧 , 中国大陆 ,2016
814,1612.0,神通佛影,3.4, 喜剧 , 中国大陆,2014
816,1614.0,逃出食人农场,3.4, 恐怖, 英国,2017
817,1615.0,终极尖兵,3.4, 科幻, 英国,2017
819,1617.0,整形师·脸,3.4, 悬疑 , 中国大陆,2016
820,1618.0,黑瞳,3.4, 悬疑 , 中国大陆,2015
821,1619.0,拳脚刑警：唐人街,3.4, 剧情 , 韩国,2015
825,1633.0,触碰,3.4, 剧情 , 中国大陆,2016
833,1651.0,我的美丽王国,3.3, 喜剧 , 中国大陆,2013
834,1652.0,拳霸风云,3.3, 剧情 , 中国大陆,2015
835,1653.0,机器人病毒危机,3.3, 动作 , 美国,2016
836,1654.0,女孩们的周末,3.3, 惊悚 , 美国,2016
837,1655.0,枕边有张脸2,3.3, 悬疑 , 中国大陆,2016
840,1658.0,鬼鲨,3.3, 恐怖, 美国,2013
841,1659.0,校花驾到2蜜桃时代,3.3, 剧情 , 中国大陆,2015
874,2492.0,特工艾米拉,2.8, 动作 , 中国大陆,2014
875,2515.0,爱很美,3.5, 爱情, 中国大陆,2013
876,2553.0,石器时代之百万大侦探,3.3, 喜剧 , 中国大陆 ,2013
877,2554.0,一路狂奔,3.1, 喜剧, 中国大陆,2013
878,2556.0,英雄之战,3.1, 动作 , 中国大陆,2014
879,2655.0,泰迪熊之玩具大战,2.4, 喜剧 , 中国大陆,2016
